time,velocity,acceleration
2020-01-01 00:00:00.000000,1.0105345260724423,-0.6771739665454297
2020-01-02 00:00:00.000000,-0.16175198548206043,1.1479954574785014
2020-01-03 00:00:00.000000,-0.5741333941143256,-0.847558379809827
2020-01-04 00:00:00.000000,-0.0030111618577461996,0.10307094212013626
2020-01-05 00:00:00.000000,0.31113525207287357,-0.5712981316388448
2020-01-06 00:00:00.000000,-0.3556754339294916,2.021150918087647
2020-01-07 00:00:00.000000,0.6018749904447056,-0.09942942907908552
2020-01-08 00:00:00.000000,-1.1910296189925573,0.15032518199648928
2020-01-09 00:00:00.000000,0.21844054857737447,-1.4016990678298133
2020-01-10 00:00:00.000000,-0.4704038554841178,-2.3186290736478563
2020-01-11 00:00:00.000000,-0.16199392141907332,-1.7832996204353888
2020-01-12 00:00:00.000000,-1.3605893172875798,-0.5993859141370586
2020-01-13 00:00:00.000000,0.8420175837582283,-1.278313608888067
2020-01-14 00:00:00.000000,-0.19071534370981744,2.5634625980443153
2020-01-15 00:00:00.000000,0.10130081617818756,0.9382073205633445
2020-01-16 00:00:00.000000,0.9533819297916809,-0.5307772347523274
2020-01-17 00:00:00.000000,-1.061842417634391,1.8813134339209103
2020-01-18 00:00:00.000000,-0.6907187739299981,0.07447070912967108
2020-01-19 00:00:00.000000,-1.0801059113059588,-0.46091913293216397
2020-01-20 00:00:00.000000,-0.6823868833200519,-0.49515420091171275
2020-01-21 00:00:00.000000,0.12167701673200063,-1.552027016092154
2020-01-22 00:00:00.000000,0.8696187541885049,1.09328240125972
2020-01-23 00:00:00.000000,0.17083335515256742,-0.16035877340049165
2020-01-24 00:00:00.000000,-0.7085434930115801,1.6386807610006033
2020-01-25 00:00:00.000000,-0.8798851958733006,-0.46505298977904014
2020-01-26 00:00:00.000000,0.30424393069163597,0.5615011667196883
2020-01-27 00:00:00.000000,-0.04319617230265147,0.7891223552976133
2020-01-28 00:00:00.000000,0.7676899207860197,0.029436263268776557
2020-01-29 00:00:00.000000,-0.6609995365450672,0.08466748758991038
2020-01-30 00:00:00.000000,0.9643480041135506,0.5403389117757447
2020-01-31 00:00:00.000000,0.7025128597295048,-0.36819813330294954
2020-02-01 00:00:00.000000,1.887881066797437,0.43918194102203034
2020-02-02 00:00:00.000000,0.3065540894922814,-1.2777336223664344
2020-02-03 00:00:00.000000,-0.15093605485454736,0.3719657109348268
2020-02-04 00:00:00.000000,0.06044395456205854,-1.433322191268684
2020-02-05 00:00:00.000000,0.47636851539304964,-0.3156876099578223
2020-02-06 00:00:00.000000,2.5840777304409945,-0.5235179072365079
2020-02-07 00:00:00.000000,0.4159749529588917,-0.7920288978364008
2020-02-08 00:00:00.000000,-0.777304319794584,-0.637074954272454
2020-02-09 00:00:00.000000,0.05550107719587547,-0.37675508159215004
