time,velocity,acceleration
2020-01-01 00:00:00.000000,0.17040045714067165,-0.3385676246251865
2020-01-02 00:00:00.000000,-0.2615150869688783,1.829765415079747
2020-01-03 00:00:00.000000,-0.835813994259068,0.034398673859579246
2020-01-04 00:00:00.000000,-0.0034958339460998077,1.093990174873434
2020-01-05 00:00:00.000000,0.003307289257045616,1.1301807625421791
2020-01-06 00:00:00.000000,-0.18378422398632696,0.381108148452737
2020-01-07 00:00:00.000000,0.4599488599676179,1.1232732898669087
2020-01-08 00:00:00.000000,0.3812594771492199,0.4838187328486072
2020-01-09 00:00:00.000000,-0.17263119972624125,1.1350999842238307
2020-01-10 00:00:00.000000,1.0972210564388576,-0.022556283212874357
2020-01-11 00:00:00.000000,-1.4049002807010742,-1.3704793848178474
2020-01-12 00:00:00.000000,0.5442401492127836,0.5988294278250518
2020-01-13 00:00:00.000000,-0.22246533035947652,0.37366728019150713
2020-01-14 00:00:00.000000,-0.42962440575792954,1.1446671261040382
2020-01-15 00:00:00.000000,0.6913199308657205,0.1592426354813079
2020-01-16 00:00:00.000000,-1.1133637119426176,1.942805762331127
2020-01-17 00:00:00.000000,-0.48557203475450783,1.692828227586904
2020-01-18 00:00:00.000000,-0.08031488421925399,0.18120770934183048
2020-01-19 00:00:00.000000,1.7988967305222543,-1.5086632934989745
2020-01-20 00:00:00.000000,-0.246477020235244,-0.7702317489401429
2020-01-21 00:00:00.000000,-0.29917854020646395,-1.145310496578281
2020-01-22 00:00:00.000000,0.733477703408793,-0.23462450114940014
2020-01-23 00:00:00.000000,1.1420582107127697,0.2909805112034762
2020-01-24 00:00:00.000000,0.3523604307661845,-0.9031217103748569
2020-01-25 00:00:00.000000,1.875141303345729,0.4135584932348898
2020-01-26 00:00:00.000000,-0.1925614057753315,0.6984880137681534
2020-01-27 00:00:00.000000,1.7083536793507152,-1.8030099253978533
2020-01-28 00:00:00.000000,1.3736588964994003,-0.021384332209112154
2020-01-29 00:00:00.000000,-0.3820273051309641,-0.14620441351029484
2020-01-30 00:00:00.000000,-0.006944951006442185,-0.917684912618517
2020-01-31 00:00:00.000000,-1.5771048831222063,-1.3597438680698168
2020-02-01 00:00:00.000000,0.18499400067652244,-0.9421227684201542
2020-02-02 00:00:00.000000,-0.18357175415264815,-0.20590557514281999
2020-02-03 00:00:00.000000,0.6735364777084814,-0.7217991047498593
